Perl-OSType,1.009,id/D/DA/DAGOLDEN/Perl-OSType-1.009.tar.gz
Perl-Tidy,20160302,id/S/SH/SHANCOCK/Perl-Tidy-20160302.tar.gz
Pod-Checker,1.71,id/M/MA/MAREKR/Pod-Checker-1.71.tar.gz
Pod-Escapes,1.07,id/N/NE/NEILB/Pod-Escapes-1.07.tar.gz
Pod-Parser,1.63,id/M/MA/MAREKR/Pod-Parser-1.63.tar.gz
Pod-Perldoc,3.25,id/M/MA/MALLEN/Pod-Perldoc-3.25.tar.gz
Pod-Simple,3.32,id/M/MA/MARCGREEN/Pod-Simple-3.32.tar.gz
Pod-Usage,1.68,id/M/MA/MAREKR/Pod-Usage-1.68.tar.gz
Regexp-Common,2016020301,id/A/AB/ABIGAIL/Regexp-Common-2016020301.tar.gz
Safe,2.35,id/R/RG/RGARCIA/Safe-2.35.tar.gz
Scalar-List-Utils,1.43,id/P/PE/PEVANS/Scalar-List-Utils-1.43.tar.gz
SelfLoader,1.20,id/S/SM/SMUELLER/SelfLoader-1.20.tar.gz
Set-Scalar,1.29,id/D/DA/DAVIDO/Set-Scalar-1.29.tar.gz
Snapback2,1.001,id/M/MI/MIKEH/Snapback2-1.001.tar.gz
Socket,2.021,id/P/PE/PEVANS/Socket-2.021.tar.gz
Storable,2.51,id/A/AM/AMS/Storable-2.51.tar.gz
String-CRC32,1.5,id/S/SO/SOENKE/String-CRC32-1.5.tar.gz
Sys-Syslog,0.33,id/S/SA/SAPER/Sys-Syslog-0.33.tar.gz
Term-ANSIColor,4.04,id/R/RR/RRA/Term-ANSIColor-4.04.tar.gz
Term-ReadLine,1.14,id/F/FL/FLORA/Term-ReadLine-1.14.tar.gz
Test,1.26,id/J/JE/JESSE/Test-1.26.tar.gz
Test-Harness,3.36,id/L/LE/LEONT/Test-Harness-3.36.tar.gz
Test-Simple,1.001014,id/E/EX/EXODIST/Test-Simple-1.001014.tar.gz
Text-Balanced,2.03,id/S/SH/SHAY/Text-Balanced-2.03.tar.gz
Text-ParseWords,3.30,id/C/CH/CHORNY/Text-ParseWords-3.30.tar.gz
Text-Tabs+Wrap,2013.0523,id/M/MU/MUIR/modules/Text-Tabs+Wrap-2013.0523.tar.gz
Text-Template,1.46,id/M/MJ/MJD/Text-Template-1.46.tar.gz
Text-Wrapper,1.05,id/C/CJ/CJM/Text-Wrapper-1.05.tar.gz
Thread-Queue,3.07,id/J/JD/JDHEDDEN/Thread-Queue-3.07.tar.gz
Thread-Semaphore,2.12,id/J/JD/JDHEDDEN/Thread-Semaphore-2.12.tar.gz
Tie-EncryptedHash,1.24,id/V/VI/VIPUL/Tie-EncryptedHash-1.24.tar.gz
Tie-RefHash,1.39,id/F/FL/FLORA/Tie-RefHash-1.39.tar.gz
Time-HiRes,1.9728,id/R/RJ/RJBS/Time-HiRes-1.9728.tar.gz
Time-Local,1.2300,id/D/DR/DROLSKY/Time-Local-1.2300.tar.gz
Time-Period,1.25,id/P/PB/PBOYD/Time-Period-1.25.tar.gz
Time-Piece,1.31,id/E/ES/ESAYM/Time-Piece-1.31.tar.gz
Tk,804.033,id/S/SR/SREZIC/Tk-804.033.tar.gz
Unicode-Collate,1.14,id/S/SA/SADAHIRO/Unicode-Collate-1.14.tar.gz
Unicode-Normalize,1.25,id/K/KH/KHW/Unicode-Normalize-1.25.tar.gz
Wx,0.9928,id/M/MD/MDOOTSON/Wx-0.9928.tar.gz
XML-XSH2,2.1.25,id/C/CH/CHOROBA/XML-XSH2-2.1.25.tar.gz
XSLoader,0.16,id/S/SA/SAPER/XSLoader-0.16.tar.gz
YAML,1.15,id/I/IN/INGY/YAML-1.15.tar.gz
ack,2.14,id/P/PE/PETDANCE/ack-2.14.tar.gz
autodie,2.29,id/P/PJ/PJF/autodie-2.29.tar.gz
bignum,0.42,id/P/PJ/PJACKLAM/bignum-0.42.tar.gz
constant,1.33,id/R/RJ/RJBS/constant-1.33.tar.gz
gettext,1.07,id/P/PV/PVANDRY/gettext-1.07.tar.gz
if,0.0606,id/R/RJ/RJBS/if-0.0606.tar.gz
libnet,3.08,id/S/SH/SHAY/libnet-3.08.tar.gz
parent,0.234,id/C/CO/CORION/parent-0.234.tar.gz
podlators,4.06,id/R/RR/RRA/podlators-4.06.tar.gz
threads,2.02,id/J/JD/JDHEDDEN/threads-2.02.tar.gz
threads-shared,1.48,id/J/JD/JDHEDDEN/threads-shared-1.48.tar.gz
version,0.9915,id/J/JP/JPEACOCK/version-0.9915.tar.gz
